,text_punct
231,bmarkrowney Hi Mark with the global restrictions in place some of our teams arent available while others are funcxe2x80xa6 httpstcos60VTWAA8m
232,bone_ed_young Hi there sorry for your wait did you get to speak with the team If not can I ask if youre able toxe2x80xa6 httpstcogAwtElDpfz
233,bItsHoda Hi there Im sorry for the wait did you manage to speak with the team If not can you let me know the rexe2x80xa6 httpstcopg3dIJY7Wt
234,bMosPAFC Hey Matt sorry for the wait were receiving a lot more calls and messages at the moment too Can I ask txe2x80xa6 httpstco5FtO1gDKrs
235,bDavid_Scarlett Hey David sorry for the wait were got a lot of customers urgently needing help at the moment andxe2x80xa6 httpstcoiQmhqFnRnZ
236,bDarrel76 Hello Darrel sorry for the late reply and wait times you experienced  Please come over to DM where thexe2x80xa6 httpstcocFaFNHzto0
237,bladymar27418394 Hi there sorry for the delay Theres a few different ways you can make a payment you can view txe2x80xa6 httpstcoBiixVidv1I
238,breema_ahmed_12 Hi there sorry for the delay Ive replied to the DM youve sent us to help further Steven B
239,bshellywilde fugeoffugehall Ah right pending payments will still leave once a card is cancelled but well includxe2x80xa6 httpstcow8tBcBaxmr
240,bPropel2Steve Hi Steve sorry for the delay Its not great to see that you havent been able to speak to someone yxe2x80xa6 httpstcoxpgOyysSyu
241,bMiss_Masaya Hi there sorry for the delay in my reply and for the wait to speak with us over the phone Did you maxe2x80xa6 httpstcowoYoWdwpS5
242,bmikiUK Ah ok If a refund is sent to a cancelled card it would usually bounce back Have you spoken with the compxe2x80xa6 httpstcohTNst0oGQU
243,bcfeefc0 Thanks for confirming that If you send a secure message in your online account itll save you waiting onxe2x80xa6 httpstcokreX6FVdT2
244,bpiekin1981 Hi Simone we can certainly look to help Can I ask if youre able to log into your account online Youxe2x80xa6 httpstcoz2Zy4ZzQEZ
245,bArianaSpawn Thanks Arians Ive responded now Kev
246,bjess_fulford xe2x80xa2Have no letters repeated more than 2 times in a row eg shooopnxe2x80xa2Have no more than 2 letters in tuxe2x80xa6 httpstco3PKKIziIhS
247,bi_w____ Hello there the teams are working as fast as they can to get this done  With you doing it on Sunday plexe2x80xa6 httpstcoHHrR8WpS0D
248,bjess_fulford Tips for setting your memorable wordnYour memorable word mustnxe2x80xa2Contain 68 lettersnxe2x80xa2Contain only letters AZn34
249,bjess_fulford Tips for setting your passcodennYour passcode must benxe2x80xa26 numbers longnxe2x80xa2Contain numbers onlynxe2x80xa2Have nxe2x80xa6 httpstcoIMtiBcI9wA
250,bjess_fulford If you can clear your cache and cookies and retry but pay close attention to the details below whenxe2x80xa6 httpstcoODDOeuI0TI
251,bCocksy81 I am sorry this way hasnt been working for you  Please print this form on the PDF below and follow thexe2x80xa6 httpstco4LwX20FTYI
252,bMattJMarsh Hi Matthew sorry for the wait Did you send a Secure Message via Online Banking If so the team are woxe2x80xa6 httpstcoUyN9Obg5RC
253,bCocksy81 I can see were working through this with you there Well pick this up as soon as possible Kev
254,bmikiUK Hi Michele could the refund have credited before the account was closed or was it sent to the card after yxe2x80xa6 httpstcopH6Shd93D6
255,bKimmyKimeleon Perfect Ive responded now Kev
256,bincrediblebraig Hi there sorry for the delay in my reply and for the issues youve had online This message is gixe2x80xa6 httpstcoZ9imgZm5UG
257,bcfeefc0 Hi Elle sorry for the wait were a lot busier than usual Can I ask how and when you raised the case witxe2x80xa6 httpstcoeYqdbCir5L
258,bMarinaatconduit No worries Marina Kristos
259,bJadeshort82 Hi there Jade We have fewer colleagues than usual answering the phones right now because of the coroxe2x80xa6 httpstcoeJmw95PuDr
260,bMo_3009 Hi Mohammed hope youre well Thanks for your patience  its difficult with reduced staff and an increasxe2x80xa6 httpstcoAgBD4bRPK1
261,bjmrodda Great Thanks for letting us know Take care Amiee
262,bJake7000 Hey Jake Im so sorry about the call disconnecting after such a long time on hold Is it us here at Barcxe2x80xa6 httpstco2PBWmlmWPn
263,bAliciaGTurrell Hi Alicia you can reset your details online If you select the option to do this then can clear yoxe2x80xa6 httpstcoA2XJnBaEQz
264,bBacardiBoozer Hi Katie Im sorry for the delay in getting back to you What is it you need help with Ill see hoxe2x80xa6 httpstcozCUBSvtIfr
265,bLT_Bowen Im pleased this has been returned to your account and Im sorry that you had to wait a while to speak wixe2x80xa6 httpstcolCsfkMdj30
266,bmissshep1 Hi Sarah thanks for getting in touch I hope youre well and staying safe  This is not our usual callxe2x80xa6 httpstcop5U9uDoHCL
267,bswisstoniuk I would imagine this would be in place by next month if youve already been waiting some time The teaxe2x80xa6 httpstco1XgTqIjkjp
268,bweddingsinger76 Hey there apologies for your wait I hope youre keeping well  Have you been able to get throughxe2x80xa6 httpstcoEqtRlw4G56
269,b10Dawson Hey Connor apologies for your wait I hope youre keeping well Have you been able to get in touch withxe2x80xa6 httpstcooPxk5QCKVK
270,bsharloney Hi there Sorry for the delay I cant say what the outcome would be from my position but you can make axe2x80xa6 httpstco0Eq2SoZ2gi
271,bcoombem1978 Okay thanks for letting me know Could you please pop over to DM for me with your full name and postcode Sarah
272,babdelbigmac I do apologise that the line was cut off Have you managed to speak with anyone yet If not what wasxe2x80xa6 httpstcocduc9tvhpD
273,babdelbigmac Hi Karen all of our teams are extremely busy as we have a reduced number of staff and more customersxe2x80xa6 httpstco3U9rkrjm1h
274,bColinMeredith52 Hi Colin sorry for any problems caused If you still need help please send me a DM and Ill be haxe2x80xa6 httpstcoPlFWUr4mRi
275,bdiverbjj I am sorry you had been waiting a long time on the phone nHave you managed to speak with anyone yet Ifxe2x80xa6 httpstco4OiuCNQUoj
276,bdiverbjj Hi were extremely busy due to reduced staff and more customers contacting us nWere doing everything wxe2x80xa6 httpstcoE36MKFmyM4
277,bIf a refund or overpayment has left you in credit on your Barclaycard you can request to transfer this to your UKxe2x80xa6 httpstcoAMPGTJ7aBi
278,bMikeyreynolds01 I do apologise you had to hang up Have you managed to speak with anyone yet If not what was youxe2x80xa6 httpstco09lUPjo4vw
279,bMikeyreynolds01 Hi Mike all of our teams are extremely busy as we have a reduced number of staff and more customexe2x80xa6 httpstcoa2JCXjumIa
280,bMrsFEBlackmore Brilliant Thanks for letting us know Take care Amiee
281,bST03_Steve Hey Steve sorry for your long wait I hope youre keeping well Did you manage to get through to the txe2x80xa6 httpstco3R7TJ1UZm8
282,bBiggsRicoLA Hey there sorry for your long wait I hope youre keeping well Have you been able to get a new cardxe2x80xa6 httpstcoaMKy54gFWs
283,bWrittenMirror Hey Jay sorry for your long wait I hope youre keeping well Can you explain your message in morexe2x80xa6 httpstcoolzuUfIUjx
284,blobsta28 Hey there sorry for your long wait I hope youre keeping well Did you manage to speak with the team Ixe2x80xa6 httpstcoqCMgHchCRY
285,bNicolosoboco Hey Nick  sorry for your long wait I hope youre keeping well We do see this happen often its norxe2x80xa6 httpstcojtq7xB4gFZ
286,bHInterneticus Hi there I can see you have also sent us a DM and we have got back to you there nnChristie
287,bstacebull I am sorry to hear youve not been able to get through to anyone still Stacey Pop over to DM to let mexe2x80xa6 httpstcoIiL4hhhWnx
288,bIanTildesley Hi Ian sorry for the delay in my reply  The team are really busy and its not uncommon at the momenxe2x80xa6 httpstcozkQXjvzrbs
289,bSanzidaa8 Id like to help get you in the right direction for this Is this payment going to a company you have haxe2x80xa6 httpstcoiVyZxvn2vz
290,brandomJill Hey Jill  sorry for your long wait I hope youre keeping well Did you apply for a payment holiday atxe2x80xa6 httpstco3w8JpAhWxC
291,bvin_mahi Hi Vin sorry for the delay in my reply and for the wait to speak with us over the phone Ive responded to your DM Kev
292,bvin_mahi HSBC Santander Hi Vin sorry for the delay in my reply and for the wait to speak with us over the phonexe2x80xa6 httpstcojrbbFUW0D0
293,bMSpill01 Hey Marie  sorry for your long wait I hope youre keeping well Have you been able to chat with the teaxe2x80xa6 httpstcont45eTbrVV
294,bTracieB16960935 Ah right we can log a nonreceipt of refund To save you waiting in a queue over the phone thisxe2x80xa6 httpstcofm1DsMRRV1
295,bJonathanPGoode Ah Im glad to hear this  Give me a shout if you need anything else Stay safe and take care Cody
296,bmacgregordude Hey Chris  sorry for your long wait I hope youre keeping well Can you let me know if youve beenxe2x80xa6 httpstcooCdKtmi4u1
297,bBhavna68681162 Hey Sefia  sorry for your long wait I hope youre keeping well Have you been able to get in toucxe2x80xa6 httpstcoaOmwa20MFf
298,bjennyly1986 Thats fine Jenny nnBrendan
299,bRossMcG91 Thanks for the understanding and for bearing with us Ross Let me know if you have any other questionsxe2x80xa6 httpstcolwMCPyN4v8
300,bColloghi Hey Collogi sorry for your long wait I hope youre keeping well Can you tell me exactly what is happenxe2x80xa6 httpstco1ElnbYsNT8
301,bDaveCarlBrown Youre welcome drop us a message if you need anything else Stay safe and take care  Cody
302,bwdonna91 Hi Donna Sorry  Im not able to do that for you here Im afraid There are other ways to pay such as paxe2x80xa6 httpstcoU7gW9RSwAM
303,bAllyPally83 Hi Alex sorry for the delay There are alternative ways to make a payment such as sending it straightxe2x80xa6 httpstcoP9tCjGk5OO
304,bshellywilde Hi Michael oh dear Im so sorry to hear this has happened Has your wife been able to get through toxe2x80xa6 httpstcoVySL1qZ2TX
305,bStefj19871 Hi there Sorry for the delay and I understand the frustration this may cause Due to the pandemic we hxe2x80xa6 httpstco9PBfdsGha0
306,bshanstffrd Hey Shannon sorry for your long wait I hope youre keeping well Im sure you appreciate weve had txe2x80xa6 httpstcotMFrC3UJ56
307,bp_j106 Hi PJ thanks for your tweet and for waiting for a reply Im so sorry youre having trouble getting in touxe2x80xa6 httpstcoV73ha9PX9e
308,bplodhatter I am very sorry about this did you manage to get sorted If not please pop over to DM and let me knowxe2x80xa6 httpstcoTiqXJmaIZK
309,bWarrenChurm Hi Warren its great that youve had confirmation of your application nThe team are working hard toxe2x80xa6 httpstco1PmrlzFHnM
310,bneilwilliams87 Youll see the option for Credit balance refund and then youll just need to select Request a rexe2x80xa6 httpstcoL9xB1wQ0xt
311,bneilwilliams87 Hey Neil sorry for your long wait I hope youre keeping well Theres no need to wait in our queuxe2x80xa6 httpstcoQFZukSmHL0
312,bCliffCartwright Have you been able to get help since you messaged here If not can you pop over to DM so we can hxe2x80xa6 httpstco0enfVFxb6L
313,bCliffCartwright Hey Cliff sorry for the delay in replying I hope youre keeping well We have fewer colleagues txe2x80xa6 httpstcoQxo6035IH2
314,bTT_Ted Hi Chris thanks for your tweet and for waiting for a reply Can you explain in DM a little more about whatxe2x80xa6 httpstcoFyYsbklxL8
315,bJosh_nicholas92 Hi Joshua Sorry for the delay getting back to you Looks like you are due to speak to someone looxe2x80xa6 httpstcoivtQC2dFF2
316,bstarmlh Thanks for letting us know I have passed on your feedback to be checked over Stay safe  Brendan
317,bjeannesmith1 Hi Jeanne So sorry for the wait times and delay getting to you Please send me DM of what you need axe2x80xa6 httpstcobMStEcReg2
318,bkevsilverfox Hi Kevin I have responded to your DM Thanks Brendan
319,bFor more details please visit httpstcozKp96UG6t3 httpstcoASvs1jYDzA
320,bpelster29 We appreciate this may be frustrating and our colleagues are working to try and help as many people asxe2x80xa6 httpstcoJwXRRZkqqH
321,bpelster29 To help us support those who are in most urgent need wexe2x80x99d ask you to check the information below firstxe2x80xa6 httpstcov1q4R3lmhx
322,bpelster29 Hi We have fewer colleagues than usual answering the phones right now because of the coronavirus outbrexe2x80xa6 httpstcoaeI4RyfF7Y
323,bBarbersPole Glad you got somewhere Aaron So sorry for any inconvenience nnBrendan
324,bjordsmithgtfc Hi Jord Under usual circumstances we would say to give it a maximum of 10 days in case of any delayxe2x80xa6 httpstcoAS6dfsIIxZ
325,bJaysonGurney Thanks for explaining that can I ask if youre able to log into online banking If so you can raisexe2x80xa6 httpstcoTJBFLZ9poo
326,bBarnesy_1985 Hi James sorry for the delay Could you please pop over to DM and let me know the reason why yourexe2x80xa6 httpstcowU4WUGaokf
327,bKevShek Hi there sorry for the delay Our telephone teams are really busy theyre working hard to answer all ofxe2x80xa6 httpstcoGHoXMsVcCc
328,bCraigHayes6 Hi Craig Sorry for the delay in getting back to you Itxe2x80x99s taking us a lot longer than usual to get baxe2x80xa6 httpstcoImaNjrebtd
329,bKateNobl We can certainly look to help change your direct debit date Kate Im afraid due to the urgency of this cxe2x80xa6 httpstco4BvSGliQj9
330,bkatweller Hi there sorry for the delay If you havenxe2x80x99t heard from us yet about your payment holiday xe2x80x93 wexe2x80x99re sorryxe2x80xa6 httpstcoL3z9NgZPXt
331,bGator_NY Hi there sorry for the delay If you send our friends at Barclays US  a message below a member of the txe2x80xa6 httpstcoEHBoo7d7LI
332,bdaniilzaika Hi Daniil its not great to see that you havent been able to get in touch yet If you send our frienxe2x80xa6 httpstcoe4SOx6mHnI
333,bRickTris Hi Richard our friends in Barclays USA can look to help with this from their twitter AskBarclaysUS Monxe2x80xa6 httpstcotNz3MI4XJH
334,bJayHayNay Hi there This usually happens when the sort code and account number are incorrect but it can also happexe2x80xa6 httpstcohLrVWTMpYY
335,bcaitlinwrend Hi Caitlin you can call the team on 08001510900 currently 8am to 8pm to get this withdrawn  Howevxe2x80xa6 httpstco4pBk5GXGue
336,bPhilipdegg Hi Philip Sorry for the delay in getting back to you Can you tell me a little more about what it is yxe2x80xa6 httpstcoptR3PNYcZO
