,text_common
291,bvin_mahi Vin reply wait speak phone Ive responded Kev
292,bvin_mahi HSBC Santander Vin reply wait speak phonexe2x80xa6 httpstcojrbbFUW0D0
293,bMSpill01 Hey Marie long wait hope youre keeping well Have able chat teaxe2x80xa6 httpstcont45eTbrVV
294,bTracieB16960935 Ah right log nonreceipt refund To save waiting queue phone thisxe2x80xa6 httpstcofm1DsMRRV1
295,bJonathanPGoode Ah glad hear Give shout anything else Stay safe take care Cody
296,bmacgregordude Hey Chris long wait hope youre keeping well Can let know youve beenxe2x80xa6 httpstcooCdKtmi4u1
297,bBhavna68681162 Hey Sefia long wait hope youre keeping well Have able get toucxe2x80xa6 httpstcoaOmwa20MFf
298,bjennyly1986 Thats fine Jenny nnBrendan
299,bRossMcG91 understanding bearing Ross Let know questionsxe2x80xa6 httpstcolwMCPyN4v8
300,bColloghi Hey Collogi long wait hope youre keeping well Can tell exactly happenxe2x80xa6 httpstco1ElnbYsNT8
301,bDaveCarlBrown Youre welcome drop message anything else Stay safe take care Cody
302,bwdonna91 Donna Sorry able afraid There ways pay paxe2x80xa6 httpstcoU7gW9RSwAM
303,bAllyPally83 Alex There alternative ways make payment sending straightxe2x80xa6 httpstcoP9tCjGk5OO
304,bshellywilde Michael oh dear hear happened Has wife able get toxe2x80xa6 httpstcoVySL1qZ2TX
305,bStefj19871 Sorry understand frustration may cause Due pandemic hxe2x80xa6 httpstco9PBfdsGha0
306,bshanstffrd Hey Shannon long wait hope youre keeping well sure appreciate weve txe2x80xa6 httpstcotMFrC3UJ56
307,bp_j106 PJ thanks tweet waiting reply youre trouble getting touxe2x80xa6 httpstcoV73ha9PX9e
308,bplodhatter manage get sorted please pop let knowxe2x80xa6 httpstcoTiqXJmaIZK
309,bWarrenChurm Warren great youve confirmation application nThe team working hard toxe2x80xa6 httpstco1PmrlzFHnM
310,bneilwilliams87 Youll see option Credit balance refund youll select Request rexe2x80xa6 httpstcoL9xB1wQ0xt
311,bneilwilliams87 Hey Neil long wait hope youre keeping well Theres wait queuxe2x80xa6 httpstcoQFZukSmHL0
312,bCliffCartwright Have able get help since messaged pop hxe2x80xa6 httpstco0enfVFxb6L
313,bCliffCartwright Hey Cliff replying hope youre keeping well We fewer colleagues txe2x80xa6 httpstcoQxo6035IH2
314,bTT_Ted Chris thanks tweet waiting reply Can explain little whatxe2x80xa6 httpstcoFyYsbklxL8
315,bJosh_nicholas92 Joshua Sorry getting back Looks like due speak someone looxe2x80xa6 httpstcoivtQC2dFF2
316,bstarmlh letting know passed feedback checked Stay safe Brendan
317,bjeannesmith1 Jeanne So wait times getting Please send axe2x80xa6 httpstcobMStEcReg2
318,bkevsilverfox Kevin responded Brendan
319,bFor details please visit httpstcozKp96UG6t3 httpstcoASvs1jYDzA
320,bpelster29 We appreciate may frustrating colleagues working try help many people asxe2x80xa6 httpstcoJwXRRZkqqH
321,bpelster29 To help support urgent wexe2x80x99d ask check information firstxe2x80xa6 httpstcov1q4R3lmhx
322,bpelster29 We fewer colleagues usual answering phones right coronavirus outbrexe2x80xa6 httpstcoaeI4RyfF7Y
323,bBarbersPole Glad got somewhere Aaron So inconvenience nnBrendan
324,bjordsmithgtfc Jord Under usual circumstances would say give maximum 10 days case delayxe2x80xa6 httpstcoAS6dfsIIxZ
325,bJaysonGurney explaining ask youre able log online banking raisexe2x80xa6 httpstcoTJBFLZ9poo
326,bBarnesy_1985 James Could please pop let know reason yourexe2x80xa6 httpstcowU4WUGaokf
327,bKevShek Our telephone teams really busy theyre working hard answer ofxe2x80xa6 httpstcoGHoXMsVcCc
328,bCraigHayes6 Craig Sorry getting back Itxe2x80x99s taking lot longer usual get baxe2x80xa6 httpstcoImaNjrebtd
329,bKateNobl We certainly look help change direct debit date Kate afraid due urgency cxe2x80xa6 httpstco4BvSGliQj9
330,bkatweller havenxe2x80x99t heard yet payment holiday xe2x80x93 wexe2x80x99re sorryxe2x80xa6 httpstcoL3z9NgZPXt
331,bGator_NY send friends Barclays US message member txe2x80xa6 httpstcoEHBoo7d7LI
332,bdaniilzaika Daniil great see havent able get touch yet send frienxe2x80xa6 httpstcoe4SOx6mHnI
333,bRickTris Richard friends Barclays USA look help twitter AskBarclaysUS Monxe2x80xa6 httpstcotNz3MI4XJH
334,bJayHayNay This usually happens sort code account number incorrect also happexe2x80xa6 httpstcohLrVWTMpYY
335,bcaitlinwrend Caitlin call team 08001510900 currently 8am 8pm get withdrawn Howevxe2x80xa6 httpstco4pBk5GXGue
336,bPhilipdegg Philip Sorry getting back Can tell little yxe2x80xa6 httpstcoptR3PNYcZO
337,bRobJanuario see Robert could please pop let know reason youre trxe2x80xa6 httpstco0m9KU2jSdy
338,btiffmalo Tiffany Its great see havent able speak someone yetxe2x80xa6 httpstcoeeFwIhpvGQ
339,bailuj_40 Julia Its great see happened could please pop toxe2x80xa6 httpstcojFtSqMqRGv
340,balexszaborl Alex would call The lines busier normal due Covid 19 The number 080xe2x80xa6 httpstco20iuWG3jJA
341,bChefMomNurse wait ask reason call number youve called please Lisa
342,bJPJPJPJPJPJP94 Ive replied previous message sent help bit
343,bJPJPJPJPJPJP94 Our secure messaging team working hard answer custxe2x80xa6 httpstcoMBhrymA71z
344,bmp81safc Hello Mark please fill dispute form link follow steps get back uxe2x80xa6 httpstcojty6QDJC8W
345,bnotmewhome Our teams working hard get back touch customers wxe2x80xa6 httpstcorPuiOHwnyu
346,bjustinsleep Justin late reply little busy right know message sentxe2x80xa6 httpstcowF4Exe5Qzc
347,bjonnylilley The team available 8am 8pm Please appreciate lot staff hexe2x80xa6 httpstcoqzELemn8iy
348,bBlondeSmithy86 late reply little busy right A refund wouldnt count toxe2x80xa6 httpstco2CxCrVU3Ly
349,bjonnylilley The staff working fast help managed get great Ifxe2x80xa6 httpstcoSPSTeyFwdE
350,bjonnylilley Jonathan late reply wait time experienced Our teams centres gxe2x80xa6 httpstcodZ9kN0ivvL
351,brenepower send Ixe2x80x99ll see Andy httpstcomPqb4etrYV
352,bSaunders5280 Hello John Barclaycard still showing app Ross
353,bKatieKinsXx Hello Katie late reply The refund filter new card Ross
354,bpimran786 Imran Sorry getting back Wexe2x80x99ve large amount requests come throughxe2x80xa6 httpstco2KL236RVAR
355,bdvdnttnghm The number 08001510900 currently 8am 8pm Ross 22
356,bdvdnttnghm Hello David late reply It taking longer reply secure messages due Covixe2x80xa6 httpstcow9CfZe6bsQ
357,bAnnetteHenders2 Does personal accounts Barclays Would able take somxe2x80xa6 httpstcotBPQrkSkDR
358,bphoenixmagicals Thats great hear thanks letting know wait getting cut ofxe2x80xa6 httpstcokXgcfjW9fb
359,bpraveendanam Thats great hear thanks letting know Give shout anything else stay safe Lisa
360,bNeckoil_FI OK long happy look log issue later date Lexe2x80xa6 httpstcoWe4el2wZVz
361,bpraveendanam Praveen wait lot busier moment Can ask reason callxe2x80xa6 httpstconCveWhqoLF
362,bTishtoshtee Natasha Sorry getting back There option forgotten log inxe2x80xa6 httpstco7sR8DPSnVH
363,bNeckoil_FI bank Barclays could log Barclays app set new direct debit therxe2x80xa6 httpstcoXUO4AHQ06O
364,bNeckoil_FI late reply little busy right see message senxe2x80xa6 httpstcoAWnIbpM5tN
365,bCharlieTaylorx Charlie Sorry getting back Let see help Please sexe2x80xa6 httpstcooMUXSxR4tT
366,bCCTV_etc easyJet Glad could help Pop back anytime help nnLeigh
367,blaurisgv_97 Ah ok You request transfer credit balance back bank account online saxe2x80xa6 httpstcoNiFJnOcuRq
368,bJamesCooper_94 James Sorry getting back Youxe2x80x99ll able raise canxe2x80xa6 httpstcoXrGiR67i5n
369,bsrpnor Hello Steve late reply In relation closing customer contacts area arexe2x80xa6 httpstcoTm6HlnLAa6
370,bFreda72 hope got touch pop let know yourexe2x80xa6 httpstco4bJZ5JNsZ7
371,bgavlea82 With global restrictions place teams arent available others functioning undxe2x80xa6 httpstco8boDHPC5rQ
372,bjmrodda James getting back manage get pop Dxe2x80xa6 httpstcoDxdYU6l5rF
373,bsimonmoss1983 Simon reply shortly Were Live Chat promixe2x80xa6 httpstcokoSHIFvKbB
374,bStephenKitching Stephen manage get touch please pop wexe2x80xa6 httpstcoQqFIMym1CV
375,bLT_Bowen Lee manage get touch pop yourxe2x80xa6 httpstco6A0CNF6OGe
376,bSpiweWasz LukeGriffiths21 Sorry getting back hope youre keeping well pleaxe2x80xa6 httpstco1MkyzAUkKq
377,bRossMcG91 Ah perfect taking longer reply pick quickly possible anxe2x80xa6 httpstco8lVK23a3xZ
378,bswisstoniuk Simon havenxe2x80x99t heard confirming payment holiday xe2x80x93 wexe2x80x99re cases itxe2x80x99s takxe2x80xa6 httpstcoBEeRf3J2gk
379,bRossMcG91 Ross reply Youll able request via secure message Heres lixe2x80xa6 httpstcoU9QzyVcJyV
380,bCocksy81 Mark Ive responded Message Brendan
381,bMrsFEBlackmore Francesca reply contacting look alternate ways oxe2x80xa6 httpstcov3AMateSEJ
382,bCocksy81 Sorry Mark Here go httpstcoO2v1FoFjWV Theres lots helpful information findxe2x80xa6 httpstcoRrnTinojXM
383,bcvxis reply Ive responded Kev
384,bmcintyre2009 Zak reply issues youve calling Ive responded Kev
385,bgav71 understand worry Gavin havenxe2x80x99t heard yet payment holiday xe2x80x93 wexe2x80x99re inxe2x80xa6 httpstcoGikGETGiqj
386,bExBehaviour Ive received reply shortly xf0x9fx98x8a Were Live Chaxe2x80xa6 httpstcoBP6uKQNhaV
387,bMarinaatconduit Marina see payments pending theres worry They taken fromxe2x80xa6 httpstcoOWXoIMUhpY
388,bNitroDawg16 Hey Daniel youre UK team friends AskBarclaysUS help regarxe2x80xa6 httpstcoN9MLqoLaQf
389,bSophieDigital Sophie replied Can let know give call please Dean
390,bdankrieger Daniel Our colleagues trying process requests quickly possixe2x80xa6 httpstcovRMnPydYXw
391,bH8EPY Mark Sorry wait Ive responded Brendan
392,bleachkatherine1 Katherine Sorry Due pandemic global restrictions fewer staffxe2x80xa6 httpstcoHROs6BZrNO
393,bDaveCarlBrown card 0520 expiry date valid end May Dave Well get nxe2x80xa6 httpstco5QykOoOUoZ
394,bthesugarmerecin Sorry late reply issues getting though You dispute transactionxe2x80xa6 httpstco8CtWo7UFNM
395,bTheAntRoberts87 We fewer colleagues usual right coronavirus outbreak This havingxe2x80xa6 httpstcoOlTTxBuVAz
396,bTheAntRoberts87 Ant time spent phone As imagine phone lines beenxe2x80xa6 httpstco8ojRmrRSHX
397,belena_oflaherty Sorry worry caused This generic message customers includxe2x80xa6 httpstcoedlgqxkdZo
398,balexg017 Alex Sorry problems youre online Please feel free anyxe2x80xa6 httpstcod9QQezZLWG
399,bCocksy81 Mark Our colleagues working hard get everyone afraid youxe2x80xa6 httpstco66CERJYe56
400,bMCudera Maciej againAre able check online via website see theres issxe2x80xa6 httpstco4KwB5U2D2w
401,bjennyly1986 Jenny long transaction showing charged Barclaycard raise rexe2x80xa6 httpstcoAKMmVxlLfi
402,bKate_Denness Kate see already picked Barclays channelxe2x80xa6 httpstcoXP6bi9hTpC
403,bchalkie72 Kate Sorry late response Were dealing large number customers fewer staff duexe2x80xa6 httpstcoPqsI5QjReH
404,bJaysonGurney Good morning Jayson fewer colleagues usual right coronavirus outbreaxe2x80xa6 httpstcomDGt511yiO
405,bChell_b letting know pop across well take couple details well get mxe2x80xa6 httpstcoSdZ5plMWKh
406,bCancelled1812 Thats great patience nnBrendan
407,bthedaveirvine David customer service 24 hours due current pandemic phone lines fullxe2x80xa6 httpstco9HgYh8hoti
408,bMissClaireW Claire afraid cant advise Due pandemic fewer staff higherxe2x80xa6 httpstcoNXhoOVq2VM
409,bRT BarclaysUK Well donating xc2xa31 million also matching customerxe2x80x99s donations via link xc2xa31 million Comicxe2x80xa6
410,bAliciaGTurrell Ah right let know get setting disputing Were 247 youxe2x80xa6 httpstcoxtrFqx1xr9
411,bBarbersPole Ah ok section 75 wont possible request chargeback Are able login onlinexe2x80xa6 httpstcoSpxWlilgcD
412,bcoombem1978 Matty reply Were working hard process get back yoxe2x80xa6 httpstcoCHWcHSJXP0
413,b_hass_m Hassan reply wait speak phone Did managxe2x80xa6 httpstcoV5Qgajrr9T
414,bChloeLlewellin Chloe Sorry getting back Did manage speak anyone notxe2x80xa6 httpstcov91ZLGW7rF
415,blmtmojo Lee Without access app online banking youll call directlyxe2x80xa6 httpstcojeTT4HjBT2
416,bTracieB16960935 Tracie Sorry getting back hope youre keeping well Have spxe2x80xa6 httpstcoqKLFW5zkd2
417,bSanzidaa8 Sorry getting back Wexe2x80x99re working lot less staff much higxe2x80xa6 httpstco3fhXcja3g7
418,btominniss Tom Our telephone teams really busy moment could please pop ovexe2x80xa6 httpstcoRkDfezavgE
419,bsje1973 Sarah noticed message wanted help Could please pop let know rxe2x80xa6 httpstcotNaw28obY5
420,bTT_Ted PaulBrown15 Chris Sorry getting back What Ixe2x80x99ll see Andy
421,bSteveTrevelyan3 Dont worry missed payment Steve mentioned included part paxe2x80xa6 httpstcoGFuJwgozhn
422,bChrisHeneghan Chris certainly understand frustration Could please popxe2x80xa6 httpstcoKUraRxEzJk
423,bstelin34 Steve Could please pop let know error codes Exe2x80xa6 httpstcoq6h35r5bro
424,bpetesa1107 letting know Pete send message friends Barclays US member txe2x80xa6 httpstcoVK1P0FXAkf
425,bThomasQuested Thomas reply wait speak phone Did youxe2x80xa6 httpstcoVoCArpyUk3
426,bGuy_Emberson1 Guy Sorry getting back Things delayed increase customerxe2x80xa6 httpstcoZzxCtUHZYq
427,bDarrylVan Darryl reply wait speak phone Have maxe2x80xa6 httpstcoRh2rWUpwnR
428,bmattelcock Matt Sorry getting back youxe2x80x99re unable online ovxe2x80xa6 httpstcokq2oeM8CoT
429,bYasminAkther Yasmin Sorry getting back Have managed speak anyone notxe2x80xa6 httpstcovUfpZVUiLK
430,bSvenLuna With regards online access telling account locked pxe2x80xa6 httpstco4SfIDC2wGk
431,bSvenLuna Sven There different ways make payment without log online sitxe2x80xa6 httpstcoVqnm6HvDAH
432,bKimmyKimeleon Kim really Can tell little bit letter regarxe2x80xa6 httpstcosgf9mB1tA5
433,btripc0de We people answering calls wexe2x80x99re working reduced staff big increase customers needing help Andy
434,bkronoso1979 Ah glad hear Stay safe Edward Kev
435,bMgrayso86353221 see youve chatting colleague whos tryxe2x80xa6 httpstcobKP49JhC3l
436,bMgrayso86353221 Were certainly ignoring see youve chattingxe2x80xa6 httpstco441mxz8gmH
437,bgingerarmy26 Martin reply You request via secure message You mesxe2x80xa6 httpstco1ZwyZDYDNH
438,bjess_fulford dont access takes minutes get set pop website andxe2x80xa6 httpstcocmVYthowqs
439,bjess_fulford Yes request money transferred bank account Do access Myxe2x80xa6 httpstcoEbf0rpNOcJ
440,bkronoso1979 jess_fulford Ah right deal specifically Barclaycard UK friendsxe2x80xa6 httpstcoODA3VXKxvv
441,bMsMondayNight Samantha Theres things check could pop please Nicoxe2x80xa6 httpstcoFIKIdfkwMF
442,bbars118247 You request transfer credit balance back baxe2x80xa6 httpstcon0EfUpZJjR
443,btraceygibbsuk Its great see havent update yet taking lxe2x80xa6 httpstcoWe8Fv5kruI
444,brwb4590 Hmm thats strange We dedicated team deal applications theyll able look thixe2x80xa6 httpstcoemzNXxWIfo
445,bgingerrem1 Emma Sorry getting back Wexe2x80x99ve huge increase people needing spexe2x80xa6 httpstcoIpk3aZj2Ik
446,bJonathanPGoode Jonathan Sorry getting back We staff answering calls however wxe2x80xa6 httpstcoL7bCDSEWL0
447,blizmead867 Sorry getting back Did manage speak end notxe2x80xa6 httpstco0lbPl9Jkd1
448,bDaveyPrater Okay think workaround issue youre experiencing So explain littlxe2x80xa6 httpstconfIl3gScF6
449,bBuzzo1947 Kevin Sorry getting back Did manage speak end Ifxe2x80xa6 httpstcoCcqyY1cECA
450,bAshhampton123 Ashleigh Sorry getting back When get error codxe2x80xa6 httpstcox2wxxxaOSp
451,bstarmlh Our contactless limit increased xc2xa34500 could please let mexe2x80xa6 httpstcoIT9TnQEYC8
452,bbethan_mullins Beth Sorry getting back We wouldnxe2x80x99t able arrange call back butxe2x80xa6 httpstcoezD7JsO3iz
453,bstelin34 Steve noticed comment We answering phone however wexe2x80x99ve see dramatic increase thexe2x80xa6 httpstcojDnDlaQPup
454,bmazsun31 Marie Sorry getting back see wonxe2x80x99t able reply untilxe2x80xa6 httpstcoNZJDvbWnT5
455,btripc0de Michael Sorry getting back To multiple cards would casxe2x80xa6 httpstco2I6ZoT0GYv
456,bBarryAllcock understand Barry truly length time youve holding Could pleaxe2x80xa6 httpstcoInz8AWfLXL
457,bLottieelyse Charlotte Sorry Like say extremely busy helping lot customerxe2x80xa6 httpstcoQiDwLV4vK7
458,bMattJMarsh Matthew see havent received response yet Could please let know thexe2x80xa6 httpstco8K0q6Q3slh
459,bElEmirati thanks sending Ive responded Kev
460,bDaemonJester When raise query well let know amount question suspended balaxe2x80xa6 httpstcobRozI7cBZ1
461,bLPLiveTweet Glad hear got sorted Ill pass comments around changes youve mentioned foxe2x80xa6 httpstcoD6V2is4VYL
462,bDaemonJester letting know youve raised online passed straight axe2x80xa6 httpstcosoOgW3RS9P
463,brachelbev Rachel reply wait speak youve potentialxe2x80xa6 httpstcoEmBftUhMyQ
464,bLauralizzie95 Laura wait Were buys minute wait times much longer sxe2x80xa6 httpstco2oCCoBH1Uq
465,bstanhenkin Stanislav see havent able speak someone yet You report fraudxe2x80xa6 httpstco3lWixzvoBi
466,bLittleGingeEmD understand youve already tried call see happened Rxe2x80xa6 httpstcop3dsvHN2LK
467,bjennie_eq see Jennie afraid unable call security purposes You cxe2x80xa6 httpstcopl0UpyLA5j
468,bLittleGingeEmD letting know Emily Without access The Barclays app online banking wellxe2x80xa6 httpstcoU2z4SlIXzY
469,bjennie_eq Jennie look fee Well speak one secure channxe2x80xa6 httpstcotK9bwG07JT
470,balchemypwr wait Can check number youve called please Lisa
471,bkinney0102 Cheryl see selected youre needing discuss US Barclaycard referredxe2x80xa6 httpstcoWVUrKL3miF
472,bspc7 Stephen wait lot busier usual moment Can tell whatxe2x80xa6 httpstcoHOU1vV9OCh
473,bNeilPyper Neil view PIN online logging Barclaycard online servicing selectingxe2x80xa6 httpstconUgHckcKF5
474,bKateNobl Kate wait lot busier usual Have managed speak anyone yet Ifxe2x80xa6 httpstcoMlkYYizqH8
